Main ID,Incident ID,Incident Type,Region of Incident,Incident Date,Incident Year,año,Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Country of Origin,Region of Origin,Cause of Death,Country of Incident,Migration Route,Location of Incident,localización,R2,T2,,Coordinates,lat,lon,UNSD Geographical Grouping,Information Source,URL,Source Quality
2024.MMP0237,2024.MMP0237,Incident,Mediterranean,2024-03-31,2024,2024,March,1,0,1,,,1,,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"Playa de la Ribera, Ceuta, Spain","Playa de la Ribera, Ceuta, España",Sí,Sí,En España,"35.88698, -5.315365",35.88698, -5.315365,Uncategorized,"24saa, El Faro de Ceuta, InfoMigrants",https://web.archive.org/web/20240403164501/https://24saa.ma/%D8%A7%D9%84%D8%B9%D8%AB%D9%88%D8%B1-%D8%B9%D9%84%D9%89-%D8%AC%D8%AB%D8%A9-%D8%B4%D8%A7%D8%A8-%D9%85%D8%BA%D8%B1%D8%A8%D9%8A-%D9%85%D8%AA%D8%AD%D9%84%D9%84%D8%A9-%D8%A8%D8%B4%D8%A7%D8%B7%D9%89%D8%A1/,3
2024.MMP0208,2024.MMP0208,Incident,Mediterranean,2024-03-22,2024,2024,March,3,7,10,2,,,1,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"48 km south of Cape Sacratif in the city of Motril, province of Granada, Spain","A 48 km al sur del Cabo Sacratif en la ciudad de Motril, provincia de Granada, España",Sí,Sí,En España,"36.009906, -3.344297",36.009906, -3.344297,Uncategorized,"Spain English, Reuters, SALVAMENTO MARÍTIMO X, Granada Hoy",https://web.archive.org/web/20240328115735/https://www.spainenglish.com/2024/03/24/at-least-three-dead-after-migrant-dinghy-runs-into-trouble-south-spain/,5
2024.MMP0204,2024.MMP0204,Incident,Mediterranean,2024-03-19,2024,2024,March,1,0,1,,,1,,Unknown,Unknown,Drowning,Spain,Western Mediterranean,"Remains found floating off the coast of the Galapagos beach, Melilla, Spain","Restos encontrados flotando frente a la costa de la playa de Galápagos, Melilla, España",Sí,Sí,En España,"35.296381, -2.931961",35.296381, -2.931961,Uncategorized,"Melilla Hoy, Nador City, Mahgress",https://web.archive.org/web/20240319035512/https://melillahoy.es/encuentran-un-cadaver-flotando-en-la-playa-de-los-galapagos-en-melilla-tras-un-aviso-a-la-guardia-civil/,3
2024.MMP0173,2024.MMP0173,Incident,Northern Africa,2024-03-12,2024,2024,March,2,5,7,38,,,,Unknown,Western Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"140 kilomenters south of Gran Canaria, Spain","A 140 kilómetros al sur de Gran Canaria, España",Sí,Sí,En España,"26.257338, -15.78467",26.257338, -15.78467,Uncategorized,"SALVAMENTO MARÍTIMO, AP News, The Washington Post",https://web.archive.org/web/20240314121042/https://twitter.com/salvamentogob/status/1767469942889132262,5
2024.MMP0171,2024.MMP0171,Incident,Mediterranean,2024-03-09,2024,2024,March,1,1,2,50,,1,,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"In Benzú area, Ceuta, Spain while trying to swim from Belyounech, Morocco","En la zona de Benzú, Ceuta, España, mientras intentaba nadar desde Belyounech, Marruecos",Sí,Sí,En España,"35.918346, -5.381381",35.918346, -5.381381,Uncategorized,"Europa Press, 20 minutos, Ceuta Actualidad, InfoMigrants",https://web.archive.org/web/20240311145456/https://www.europapress.es/ceuta-y-melilla/noticia-guardia-civil-recupera-cadaver-migrante-otro-repunte-entradas-irregulares-nado-ceuta-20240309132221.html,3
2024.MMP0143,"2024.MMP0143148,2024.MMP0143149",Split Incident,Northern Africa,2024-03-05,2024,2024,March,5,0,5,63,,5,,Unknown,Western Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"9.26 kilometers from La Restinga, Santa Cruz de Tenerife, El Hierro, Gran Canaria, Spain - departure from Mauritania,Hospital Universitario de Canarias, Tenerife, El Hierro, Gran Canaria, Spain","9,26 kilómetros de La Restinga, Santa Cruz de Tenerife, El Hierro, Gran Canaria, España - salida desde Mauritania,Hospital Universitario de Canarias, Tenerife, El Hierro, Gran Canaria, España",Sí,Sí,En España,"28.456549, -16.291928",28.456549, -16.291928,Uncategorized,"EFE, RTVC, Al Araby, Kuna, AP, InforMigrants Twitter,RTVC, EFE","https://web.archive.org/web/20240311142028/https://efe.com/portada-espana/2024-03-06/inmigrantes-cayuco-el-hierro/,https://web.archive.org/web/20240311144155/https://rtvc.es/cuatro-fallecidos-entre-migrantes-rescatados-de-un-cayuco-cerca-de-el-hierro/",3
2024.MMP0140,2024.MMP0140,Incident,Europe,2024-03-01,2024,2024,March,1,0,1,,,,,Unknown,Unknown,Sickness / lack of access to adequate healthcare,Spain,,"Hospital Universitario Torrecárdenas, C. Hermandad de Donantes de Sangre, s/n, 04009 Almería, Spain","Hospital Universitario Torrecárdenas, C. Hermandad de Donantes de Sangre, s/n, 04009 Almería, España",Sí,Sí,En España,"36.873191, -2.485557",36.873191, -2.485557,Western Europe,"InfoMigrants, Diario de Almeria",https://web.archive.org/web/20240308125318/https://www.infomigrants.net/fr/post/55577/espagne--un-migrant-evacue-de-lilot-dalboran-decede-a-lhopital,3
2024.MMP0058,2024.MMP0058,Incident,Northern Africa,2024-02-05,2024,2024,February,2,0,2,103,,,,Unknown,Northern Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"20 km south of Muelle de Arguineguín, Gran Canaria, Spain","20 km al sur del Muelle de Arguineguín, Gran Canaria, España",Sí,Sí,En España,"27.617195, -15.685876",27.617195, -15.685876,Uncategorized,"Tiempo de Canarias, Antena 3, ABC, 112 Canarias Twitter",https://archive.ph/gmP5t,5
2024.MMP4002,2024.MMP4002,Incident,Mediterranean,2024-01-29,2024,2024,January,1,0,1,,,,,Unknown,Unknown,Drowning,Morocco,Western Mediterranean,"Unspecified location after departure from Nador, Morocco en route to Almeria, Spain","Ubicación no especificada tras la salida de Nador, Marruecos, en ruta a Almería, España.",No,Sí,Cerca de España o de camino,"35.755743, -2.794863332",35.755743, -2.794863332,Uncategorized,Centro Internacional Para la Identificacion de Migrantes Desaparecidos (CIPIMD),,4
2024.MMP0047,2024.MMP0047,Incident,Mediterranean,2024-01-28,2024,2024,January,1,0,1,,,1,,Algeria,Northern Africa,Drowning,Spain,Western Mediterranean,"Remains washed ashore at the port of Alicante, Spain","Restos arrastrados a la orilla del puerto de Alicante, España",Sí,Sí,En España,"38.339858, -0.486404",38.339858, -0.486404,Uncategorized,"COPE, Caso Abierto",https://archive.ph/BK6xw,3
2024.MMP0034,"2024.MMP003434,2024.MMP003435,2024.MMP003436",Split Incident,Northern Africa,2024-01-27,2024,2024,January,3,1,4,,,2,,"Mali,Mauritania,Unknown","Western Africa,Western Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"La Estaca Port, El Hierro, Spain","Puerto de La Estaca, El Hierro, España",Sí,Sí,En España,"27.782386, -17.899699",27.782386, -17.899699,Uncategorized,"EFE, El Diario",https://archive.ph/1gWBi,3
2024.MMP0038,2024.MMP0038,Incident,Mediterranean,2024-01-26,2024,2024,January,1,0,1,,,1,,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"Remains washed ashore around El Recinto, Ceuta, Spain","Restos arrastrados a la costa cerca de El Recinto, Ceuta, España",Sí,Sí,En España,"35.885355, -5.303257",35.885355, -5.303257,Uncategorized,"Ceuta Actualidad, El Pueblo de Ceuta, El Faro de Ceuta, Press Tetoun",https://archive.ph/uC4hf,3
2024.MMP0033,2024.MMP0033,Incident,Northern Africa,2024-01-26,2024,2024,January,2,0,2,69,1,1,,Unknown,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"Remains on board a boat that arrived to La Restringa, El Hierro, Spain","Restos a bordo de un barco que llegó a La Restringa, El Hierro, España",Sí,Sí,En España,"27.643604, -17.988703",27.643604, -17.988703,Uncategorized,"EFE, El Diario",https://archive.ph/pqo7Y,3
2024.MMP0024,2024.MMP0024,Incident,Mediterranean,2024-01-20,2024,2024,January,1,0,1,250,,1,,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"At Guainos Beach, Almería, Spain - embarkation from Hoceima, Morocco","En la playa de Guainos, Almería, España - embarque desde Hoceima, Marruecos",Sí,Sí,En España,"36.746509, -3.070873",36.746509, -3.070873,Uncategorized,"Centro Internacional Para la Identificacion de Migrantes Desaparecidos (CIPIMD), Dalil Rif, Tanja News, Diario de Almeria",https://archive.vn/GKSQ1,4
2024.MMP0023,2024.MMP0023,Incident,Mediterranean,2024-01-19,2024,2024,January,1,0,1,1,,1,,Algeria,Northern Africa,Drowning,Spain,Western Mediterranean,"Remains retreived near Fuente Caballo, Ribera de Ceuta, Ceuta, Spain","Restos recuperados cerca de Fuente Caballo, Ribera de Ceuta, Ceuta, España",Sí,Sí,En España,"35.885843, -5.311268",35.885843, -5.311268,Uncategorized,"El Mundo, Tanja 24",https://archive.vn/s86jF,3
2024.MMP0015,2024.MMP0015,Incident,Europe,2024-01-15,2024,2024,January,1,0,1,3,,1,,Unknown,Unknown,Drowning,Spain,,"La Barrosa Beach, Chiclana, Cádiz, Spain","Playa de La Barrosa, Chiclana, Cádiz, España",Sí,Sí,En España,"36.340701, -6.165406",36.340701, -6.165406,Uncategorized,"La Voz de Cadiz, Diario de Cadiz",https://archive.ph/qOrK8,3
2024.MMP0006,2024.MMP0006,Incident,Northern Africa,2024-01-07,2024,2024,January,,1,1,1,,1,,Unknown,Northern Africa,Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,"13 nautical miles south Fuerteventura, Las Palmas, Spain","13 millas náuticas al sur de Fuerteventura, Las Palmas, España",Sí,Sí,En España,"27.730817, -14.364792",27.730817, -14.364792,Uncategorized,"Infobae, Canaria Weekly",https://archive.ph/CVjiF,1
2024.MMP0004,2024.MMP0004,Incident,Mediterranean,2024-01-05,2024,2024,January,1,0,1,,,,,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Near Antigua Cárcel De Mujeres, Fortificación Del Siglo XVII, El Sarchal beach, Ceuta, Spain","Cerca de Antigua Cárcel De Mujeres, Fortificación Del Siglo XVII, playa El Sarchal, Ceuta, España",Sí,Sí,En España,"35.888026, -5.301133",35.888026, -5.301133,Uncategorized,"Ceuta Actualidad, EFE, infobae",https://archive.ph/m3iNi,3
2024.MMP0003,2024.MMP0003,Incident,Mediterranean,2024-01-03,2024,2024,January,1,0,1,,,1,,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"500m off the coast of El Sarchal beach, Ceuta, Spain","A 500 metros de la costa de la playa de El Sarchal, Ceuta, España",Sí,Sí,En España,"35.886559, -5.300247",35.886559, -5.300247,Uncategorized,"EFE, Infobae, EuropaPress, El Faro de Ceuta",https://www.infobae.com/espana/agencias/2024/01/03/hallan-el-cadaver-de-un-inmigrante-flotando-en-el-agua-cerca-de-la-costa-de-ceuta/,3
2023.MMP1345,2023.MMP1345,Incident,Mediterranean,2023-12-30,2023,2023,December,4,0,4,1100,,,4,Morocco,Northern Africa,Accidental death,Spain,Western Mediterranean,"In the area of Mariouari, near Beni Ansar, at the border between Nador (Morocco) and Melilla (Spain)","En la zona de Mariouari, cerca de Beni Ansar, en la frontera entre Nador (Marruecos) y Melilla (España)",Sí,Sí,En España,"35.300969, -2.968135",35.300969, -2.968135,Uncategorized,"IOM Morocco, AMDH Nador, Nadorcity",https://twitter.com/NadorAmdh/status/1742192519314551186,4
2023.MMP1343,2023.MMP1343,Incident,Western Africa,2023-12-30,2023,2023,December,5,30,35,15,,,,Unknown,Western Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Mauritania,Western Africa / Atlantic route to the Canary Islands,"Around 315-375km south of La Restinga, El Hierro, Spain - Departure from Mauritania, 15 days prior","A unos 315-375 km al sur de La Restinga, El Hierro, España - Salida desde Mauritania, 15 días antes",No,Sí,Cerca de España o de camino,"24.93143135, -17.973932",24.93143135, -17.973932,Uncategorized,"Salvamento Maritimo, rtve, EFE",https://archive.ph/PtGQe,5
2023.MMP1379,2023.MMP1379,Incident,Mediterranean,2023-12-22,2023,2023,December,1,0,1,,,1,,Unknown,Northern Africa,Mixed or unknown,Spain,Western Mediterranean,"The entrance to the Port of Melilla, Spain","La entrada al Puerto de Melilla, España",Sí,Sí,En España,"35.293144, -2.929249",35.293144, -2.929249,Uncategorized,"El Faro de Melilla, 24 SAA",https://archive.ph/aM6TB,3
2023.MMP1328,2023.MMP1328,Incident,Northern Africa,2023-12-20,2023,2023,December,2,0,2,50,,1,1,Mali,Western Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"17 KM off Maspalomas, Gran Canaria, Canary Islands, Spain - presumed departure from Mauritania","A 17 km de Maspalomas, Gran Canaria, Islas Canarias, España - presunta salida desde Mauritania",Sí,Sí,En España,"27.59821381, -15.61465956",27.59821381, -15.61465956,Uncategorized,"EFE, EL PAÍS",https://archive.vn/Ly2ST,3
2023.MMP1377,2023.MMP1377,Incident,Mediterranean,2023-12-11,2023,2023,December,,14,14,,,,,Algeria,Northern Africa,Drowning,Algeria,Western Mediterranean,"Unspecified location in the Mediterranean - embarkation from Oran, Algeria en route to Almeria, Spain","Ubicación no especificada en el Mediterráneo: embarque desde Orán, Argelia, con destino a Almería, España.",No,Sí,Cerca de España o de camino,"36.20082716, -1.580190144",36.20082716, -1.580190144,Uncategorized,CIPIMD,,4
2023.MMP1376,2023.MMP1376,Incident,Mediterranean,2023-12-10,2023,2023,December,,13,13,,,,,Algeria,Northern Africa,Drowning,Algeria,Western Mediterranean,"Unspecified location in the Mediterranean - embarkation from Mostaganem, Algeria en route to Murcia, Spain","Ubicación no especificada en el Mediterráneo: embarque desde Mostaganem, Argelia, con destino a Murcia, España.",No,Sí,Cerca de España o de camino,"36.64910151, -0.248636113",36.64910151, -0.248636113,Uncategorized,CIPIMD,,4
2023.MMP1375,2023.MMP1375,Incident,Mediterranean,2023-12-03,2023,2023,December,1,0,1,,,,,Morocco,Northern Africa,Vehicle accident / death linked to hazardous transport,Morocco,Western Mediterranean,"Unspecified location in Alboran Sea between Nador, Morocco and Almeria, Spain","Ubicación no especificada en el mar de Alborán, entre Nador (Marruecos) y Almería (España).",No,Sí,Cerca de España o de camino,"35.9060327, -3.007733168",35.9060327, -3.007733168,Uncategorized,CIPIMD,,4
2023.MMP1444,2023.MMP1444,Incident,Mediterranean,2023-12-02,2023,2023,December,1,0,1,30,,1,,Unknown,Northern Africa,Mixed or unknown,Spain,Western Mediterranean,"Off Guardia Viejas beach, El Ejido, Almería, Spain","Frente a la playa de Guardia Viejas, El Ejido, Almería, España",Sí,Sí,En España,"36.69860268, -2.854699611",36.69860268, -2.854699611,Uncategorized,"Diario de Sevilla, TeleMadrid",https://archive.vn/J3Mjj,3
2023.MMP1263,2023.MMP1263,Incident,Mediterranean,2023-11-29,2023,2023,November,6,,6,29,,,,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Playa de Camposoto, San Fernando, Cádiz, Spain","Playa de Camposoto, San Fernando, Cádiz, España",Sí,Sí,En España,"36.42882894, -6.230333187",36.42882894, -6.230333187,Uncategorized,"CIPIMD, Europa Press, AFP via InfoMigrants, Diario Decadiz",https://archive.vn/w3fYd,4
2023.MMP1264,2023.MMP1264,Incident,Northern Africa,2023-11-29,2023,2023,November,3,0,3,55,1,1,1,Unknown,Sub-Saharan Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"185 KM south of Gran Canaria, Canary Islands, Spain - Departure from Dakhla, Western Sahara","185 km al sur de Gran Canaria, Islas Canarias, España - Salida desde Dakhla, Sahara Occidental",Sí,Sí,En España,"27.38696725, -15.59193462",27.38696725, -15.59193462,Uncategorized,"rtve, EFE",https://archive.vn/izqYz,3
2023.MMP1200,2023.MMP1200,Incident,Mediterranean,2023-11-22,2023,2023,November,1,0,1,,,,1,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"In the waters near Chorillo beach, Ceuta, Spain","En las aguas cercanas a la playa de Chorillo, Ceuta, España",Sí,Sí,En España,"35.884872, -5.321659",35.884872, -5.321659,Uncategorized,Ceuta Actualidad,https://archive.ph/T6rUN,1
2023.MMP1374,2023.MMP1374,Incident,Mediterranean,2023-11-19,2023,2023,November,,18,18,,,,,Mixed,Northern Africa,Drowning,Algeria,Western Mediterranean,"Unspecified location in the Mediterranean - embarkation from Tipaza, Algeria en route to Alicante, Spain","Ubicación no especificada en el Mediterráneo: embarque desde Tipaza, Argelia, con destino a Alicante, España.",No,Sí,Cerca de España o de camino,"37.41944382, 1.602233238",37.41944382, 1.602233238,Uncategorized,CIPIMD,,4
2023.MMP1187,2023.MMP1187,Incident,Northern Africa,2023-11-15,2023,2023,November,1,6,7,55,,,,Gambia,Western Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"Off the coast of La Restinga, El Hierro, Canary Islands, Spain","Frente a la costa de La Restinga, El Hierro, Islas Canarias, España",Sí,Sí,En España,"27.48171, -17.8817789",27.48171, -17.8817789,Uncategorized,"InfoMigrants, El Diario",https://archive.ph/yIMzh,3
2023.MMP1371,2023.MMP1371,Incident,Mediterranean,2023-11-14,2023,2023,November,4,7,11,,,,,Algeria,Northern Africa,Drowning,Spain,Western Mediterranean,"Off Murcia, Spain - embarkation from Mostaganem, Algeria","Frente a Murcia, España - embarque desde Mostaganem, Argelia",Sí,Sí,En España,"37.56197322, -0.544533852",37.56197322, -0.544533852,Uncategorized,CIPIMD,,4
2023.MMP1145,2023.MMP1145,Incident,Mediterranean,2023-11-14,2023,2023,November,,1,1,36,,,,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"44 miles south of Motril, Granada, Spain - from Al Hoceima, Morocco","44 millas al sur de Motril, Granada, España - desde Alhucemas, Marruecos",Sí,Sí,En España,"36.069582, -3.344217",36.069582, -3.344217,Uncategorized,"Larazon 25, Salvamento Maritimo, CIPIMD",https://archive.ph/Ir87x,5
2023.MMP1132,2023.MMP1132,Incident,Northern Africa,2023-11-09,2023,2023,November,1,0,1,81,,,,Unknown,Sub-Saharan Africa (P),Sickness / lack of access to adequate healthcare,Spain,Western Africa / Atlantic route to the Canary Islands,"Off the coast of La Restinga, El Hierro, Canaray Islands, Spain","Frente a la costa de La Restinga, El Hierro, Islas Canarias, España",Sí,Sí,En España,"27.636397, -17.978471",27.636397, -17.978471,Northern Africa,"InfoMigrants, Reuters",https://archive.ph/8DJTp,3
2023.MMP1128,2023.MMP1128,Incident,Western Africa,2023-11-08,2023,2023,November,13,100,113,184,6,4,3,Senegal,Western Africa,Drowning,Mauritania,Western Africa / Atlantic route to the Canary Islands,"Unspecified location off the coast of Nouadhibou, Mauritania en route to Spain's Canary Islands - departure from Senegal around 29 October","Ubicación no especificada frente a la costa de Nouadhibou, Mauritania, en ruta a las Islas Canarias de España; salida de Senegal alrededor del 29 de octubre",No,Sí,Cerca de España o de camino,"21.18604144, -17.60092852",21.18604144, -17.60092852,Uncategorized,"IOM Mauritania, AL 24 News",https://web.archive.org/web/20231108162001/https://al24news.com/fr/mauritanie-15-migrants-senegalais-perissent-dans-un-naufrage-dans-le-nord-ouest-du-pays-diplomate/,4
2023.MMP1370,2023.MMP1370,Incident,Mediterranean,2023-11-08,2023,2023,November,,17,17,,2,,1,Algeria,Northern Africa,Drowning,Algeria,Western Mediterranean,"Unspecified location in the Mediterranean - embarkation from Mostaganem, Algeria en route to Murcia, Spain","Ubicación no especificada en el Mediterráneo: embarque desde Mostaganem, Argelia, con destino a Murcia, España.",No,Sí,Cerca de España o de camino,"36.64910151, -0.248636113",36.64910151, -0.248636113,Uncategorized,CIPIMD,,4
2023.MMP1261,2023.MMP1261,Incident,Western Africa,2023-11-06,2023,2023,November,6,185,191,87,2,4,1,Mixed,Western Africa,Drowning,Senegal,Western Africa / Atlantic route to the Canary Islands,"Unspecified location off the coast of Gadaye Beach, Senegal en route to Spain's Canary Islands","Ubicación no especificada frente a la costa de la playa de Gadaye, Senegal, en ruta a las Islas Canarias, España.",No,Sí,Cerca de España o de camino,"14.92862521, -17.41490516",14.92862521, -17.41490516,Western Africa,"IOM Senegal, AllAfrica, Pulse Senegal, Aq Lame",https://web.archive.org/web/20231109020803/,4
2023.MMP1130,"2023.MMP11301215,2023.MMP11301216,2023.MMP11301217",Split Incident,Northern Africa,2023-11-03,2023,2023,November,5,0,5,500,,,,Unknown,Sub-Saharan Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water,Mixed or unknown",Spain,Western Africa / Atlantic route to the Canary Islands,"In Hospital Insular Nuestra Señora de los Reyes after rescue off the coast of El Hierro, Canary Islands, Spain,Remains found off the coast of El Hierro, Canary Islands, Spain","En el Hospital Insular Nuestra Señora de los Reyes tras el rescate frente a la costa de El Hierro, Islas Canarias, España, Restos encontrados frente a la costa de El Hierro, Islas Canarias, España",Sí,Sí,En España,"27.81479968, -17.9155462",27.81479968, -17.9155462,Northern Africa,"Diario de Avisos,IOM Spain, Reuters, Atlantico Hoy","https://archive.vn/obhga,https://web.archive.org/web/20231104135338/https://www.reuters.com/world/europe/more-than-500-migrants-rescued-off-spains-canary-islands-2023-11-04/","1,4"
2023.MMP1129,2023.MMP1129,Incident,Northern Africa,2023-11-03,2023,2023,November,1,0,1,83,,,1,Unknown,Sub-Saharan Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"In Hospital Insular Nuestra Señora de los Reyes after arrival at the port of La Estaca, El Hierro, Canary Islands, Spain","En el Hospital Insular Nuestra Señora de los Reyes tras su llegada al puerto de La Estaca, El Hierro, Islas Canarias, España",Sí,Sí,En España,"27.81479968, -17.9155462",27.81479968, -17.9155462,Northern Africa,"IOM Spain, Infobae",https://web.archive.org/web/20231105045437/https://www.infobae.com/espana/agencias/2023/11/04/los-restos-del-migrante-fallecido-ayer-en-el-hierro-descansaran-como-inmigrante-f01/,4
2023.MMP1116,2023.MMP1116,Incident,Northern Africa,2023-10-30,2023,2023,October,3,0,3,207,,,,Unknown,Western Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"9.5 miles from Punta Rasca, South of Tenerife, Canary Islands - embarkation from Gambia","A 9,5 millas de Punta Rasca, al sur de Tenerife, Islas Canarias - embarque desde Gambia",Sí,No,En España,"27.83692825, -16.62201029",27.83692825, -16.62201029,Uncategorized,"SALVAMENTO MARÍTIMO, EFE",https://archive.vn/n5GWc,5
2023.MMP1381,"2023.MMP13811481,2023.MMP13811482",Split Incident,Northern Africa,2023-10-28,2023,2023,October,2,0,2,120,,2,,Unknown,Western Africa (P),Sickness / lack of access to adequate healthcare,Spain,Western Africa / Atlantic route to the Canary Islands,"At temporary reception center in El Hierro, Spain,Hospital Virgen de los Reyes in El Hierro, Spain","En el centro de recepción temporal en El Hierro, España, Hospital Virgen de los Reyes en El Hierro, España",Sí,Sí,En España,"27.81440546, -17.91552752",27.81440546, -17.91552752,Northern Africa,"Caminando Fronteras, EFE",https://caminandofronteras.org/wp-content/uploads/2024/01/Maqueta_ES_vWEB.pdf,4
2023.MMP1115,2023.MMP1115,Incident,Northern Africa,2023-10-28,2023,2023,October,1,20,21,221,,,1,Unknown,Western Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"82 miles off the coast of Granadilla de Abona, South of Tenerife, Canary Islands - embarkation from Gambia","A 82 millas de la costa de Granadilla de Abona, al sur de Tenerife, Islas Canarias - embarque desde Gambia",Sí,No,En España,"26.95212477, -16.42865642",26.95212477, -16.42865642,Uncategorized,"SALVAMENTO MARÍTIMO, EFE",https://archive.vn/v1TaI,5
2023.MMP1078,2023.MMP1078,Incident,Northern Africa,2023-10-24,2023,2023,October,1,0,1,87,,1,,Unknown,Western Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"Off the coast of El Hierro, Spain","Frente a la costa de El Hierro, España",Sí,Sí,En España,"27.63942372, -17.95223627",27.63942372, -17.95223627,Northern Africa,"112 Canarias, EFE, RTVC, Senego",https://archive.ph/Q7Xdb,5
2023.MMP1060,2023.MMP1060,Incident,Mediterranean,2023-10-21,2023,2023,October,1,0,1,6,,1,,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"Off the coast of Caños de Meca, Cadiz, Spain - On the Atlantic Route from Morocco to mainland Spain","Frente a la costa de Caños de Meca, Cádiz, España - En la Ruta Atlántica desde Marruecos hasta la España peninsular",Sí,Sí,En España,"36.18048613, -6.003604845",36.18048613, -6.003604845,Southern Europe,"Europa Press, La Vanguardia, Viva Barbate",https://archive.ph/4eczl,3
2023.MMP1126,"2023.MMP11261210,2023.MMP11261211",Split Incident,Northern Africa,2023-10-04,2023,2023,October,4,0,4,,,,,Unknown,Unknown,Mixed or unknown,Spain,Western Africa / Atlantic route to the Canary Islands,"Died in Hospital Insular Nuestra Señora de los Reyes after rescue off the coast of El Hierro, Canary Islands, Spain,Remains recovered during rescue at unspecified location off the coast of El Hierro, Canary Islands, Spain. ","Murió en el Hospital Insular Nuestra Señora de los Reyes tras ser rescatado en la costa de El Hierro, Islas Canarias, España.Restos recuperados durante el rescate en un lugar no especificado frente a la costa de El Hierro, Islas Canarias, España.",Sí,Sí,En España,"27.43270275, -17.85979897",27.43270275, -17.85979897,Northern Africa,"Reuters, Atlantico Hoy",https://web.archive.org/web/20231105060702/https://www.reuters.com/world/europe/more-than-500-migrants-rescued-off-spains-canary-islands-2023-11-04/,3
2023.MMP0919,2023.MMP0919,Incident,Northern Africa,2023-10-01,2023,2023,October,,8,8,43,4,3,1,Unknown,Unknown,Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,"Around 78km east of Lazarote, Spain - embarkation from Tan Tan, Morocco","A unos 78 km al este de Lazarote, España - embarque desde Tan Tan, Marruecos",Sí,Sí,En España,"27.89162852, -14.59200133",27.89162852, -14.59200133,Northern Africa,"EFE, COPE, La Razon, Caminando Fronteras",https://archive.ph/7RjL4,4
2023.MMP0897,2023.MMP0897,Incident,Mediterranean,2023-09-28,2023,2023,September,1,0,1,30,,,,Unknown,Northern Africa (P),Mixed or unknown,Spain,Western Mediterranean,"Cangrero Rojo beach, between Vistahermosa and Las Redes, El Puerto de Santa María, Cadiz, Spain - embarkation 6 days before","Playa Cangrero Rojo, entre Vistahermosa y Las Redes, El Puerto de Santa María, Cádiz, España - embarque 6 días antes",Sí,Sí,En España,"36.59229965, -6.272940502",36.59229965, -6.272940502,Uncategorized,"Europa Press, COPE, Pulse",https://archive.ph/5NRpm,3
